"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"4407";"GM1731";"2012JJ00";"   34587";"     876";"      53";"     824";"       0";"    1089";"     718";"      21";"      55";"      76";"     219";"     284";"     128";"       2";"      22";"      68";"      64";"       0";"     384";"      40";"      84";"       5";"       6";"     249";"   25277";"       0";"   25277";"    6165";"    4067";"    1586";"     511";"     512";"";"";"";"";"       0";"       6";"      56";"       4";"     447";"";"";"";"";""
"4408";"GM1731";"2015JJ00";"   34587";"     884";"      53";"     832";"       0";"    1134";"     756";"      21";"      55";"      80";"     222";"     250";"     120";"       2";"      23";"      75";"      29";"       0";"     435";"      44";"      99";"       5";"      12";"     275";"   25149";"       0";"   25149";"    6199";"    3970";"    1802";"     427";"     536";"";"";"";"";"       0";"       6";"      79";"       4";"     447";"";"";"";"";""
"4409";"GM1731";"2017JJ00";"   34587";"     886";"      53";"     832";"       0";"    1157";"     762";"      22";"      56";"      81";"     237";"     243";"     117";"       0";"      21";"      82";"      23";"       0";"     447";"      47";"      99";"       6";"      12";"     283";"   25052";"       0";"   25052";"    6277";"    3945";"    1854";"     478";"     525";"";"";"";"";"       0";"       6";"      88";"       4";"     428";"";"";"";"";""
"4410";"GM0688";"1996JJ00";"    5269";"     178";"       0";"     178";"       0";"      55";"      53";"       0";"       2";"       0";"       0";"      51";"       0";"       0";"       3";"       0";"       0";"      48";"      93";"       0";"      11";"       2";"      15";"      65";"    4055";"       0";"    4055";"     112";"      37";"      40";"      36";"     509";"";"     430";"";"";"       0";"       8";"       0";"       0";"      71";"     217";"";"      68";"";"     149"
"4411";"GM0688";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4412";"GM0688";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4413";"GM0688";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4414";"GM0688";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4415";"GM0688";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4416";"GM0688";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4417";"GM0688";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4418";"GM0688";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4419";"GM1697";"1996JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4420";"GM1697";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4421";"GM1697";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4422";"GM1697";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4423";"GM1697";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4424";"GM1697";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4425";"GM1697";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4426";"GM1697";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4427";"GM1697";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4428";"GM0814";"1996JJ00";"    2292";"      56";"       2";"      54";"       0";"     231";"     179";"       0";"      14";"       3";"      35";"      39";"      36";"       0";"       1";"       0";"       2";"       0";"     121";"       4";"      49";"       1";"       0";"      66";"     848";"       4";"     844";"     970";"     657";"     303";"      10";"      28";"";"";"";"";"       0";"       5";"       0";"       0";"      23";"";"";"";"";""
"4429";"GM0814";"2000JJ00";"    1804";"      58";"       2";"      56";"       0";"     235";"     181";"       0";"      14";"       3";"      37";"      38";"      36";"       0";"       1";"       0";"       0";"       0";"     123";"       4";"      52";"       1";"       0";"      66";"     822";"       4";"     818";"     511";"     504";"       5";"       1";"      18";"";"";"";"";"       0";"       5";"       0";"       0";"      12";"";"";"";"";""
"4430";"GM0814";"2003JJ00";"    1804";"      59";"       2";"      57";"       0";"     243";"     182";"       0";"      16";"       6";"      39";"      51";"      36";"       0";"       2";"       0";"      14";"       0";"     122";"       4";"      52";"       1";"       0";"      65";"     805";"       5";"     800";"     504";"     500";"       5";"       0";"      19";"";"";"";"";"       0";"       5";"       0";"       0";"      14";"";"";"";"";""
"4431";"GM0814";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4432";"GM0814";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4433";"GM0814";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4434";"GM0814";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4435";"GM0814";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4436";"GM0814";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4437";"GM0815";"1996JJ00";"    5308";"     125";"       0";"     125";"       0";"     305";"     214";"       0";"      33";"      11";"      47";"      37";"       0";"       0";"       2";"      27";"       4";"       4";"      61";"       3";"      45";"       0";"       4";"       9";"    3930";"       9";"    3921";"     767";"     764";"       2";"       0";"      83";"";"";"";"";"       0";"      10";"      49";"       0";"      24";"";"";"";"";""
"4438";"GM0815";"2000JJ00";"    5308";"     123";"       0";"     123";"       0";"     309";"     217";"       0";"      33";"      11";"      48";"      37";"       0";"       0";"       2";"      27";"       4";"       4";"      64";"       3";"      47";"       0";"       4";"       9";"    3892";"       8";"    3884";"     798";"     795";"       2";"       0";"      86";"";"";"";"";"       0";"      10";"      49";"       0";"      27";"";"";"";"";""
"4439";"GM0815";"2003JJ00";"    5308";"     125";"       0";"     125";"       0";"     308";"     213";"       1";"      33";"      11";"      50";"      63";"       0";"       0";"       2";"      23";"      33";"       4";"      56";"       3";"      36";"       0";"       6";"      11";"    3873";"       8";"    3865";"     793";"     781";"      11";"       2";"      91";"";"";"";"";"       0";"      10";"      54";"       0";"      28";"";"";"";"";""
"4440";"GM0815";"2006JJ00";"    5308";"     130";"       0";"     130";"       0";"     280";"     219";"       0";"       7";"      11";"      43";"      70";"       0";"       0";"       2";"      25";"      40";"       4";"      53";"       3";"      37";"       0";"       2";"      11";"    3871";"      11";"    3861";"     815";"     805";"       8";"       2";"      89";"";"";"";"";"       0";"      10";"      53";"       0";"      26";"";"";"";"";""
"4441";"GM0815";"2008JJ00";"    5308";"     130";"       0";"     130";"       0";"     281";"     219";"       0";"       7";"      11";"      44";"      58";"       0";"       0";"       2";"      28";"      28";"       0";"      56";"       3";"      38";"       0";"       2";"      13";"    3859";"      10";"    3848";"     834";"     803";"      30";"       2";"      89";"";"";"";"";"       0";"      10";"      53";"       0";"      26";"";"";"";"";""
"4442";"GM0815";"2010JJ00";"    5308";"     128";"       0";"     128";"       0";"     294";"     220";"       7";"       7";"      11";"      49";"      50";"       0";"       0";"       2";"      34";"      14";"       0";"      56";"       3";"      38";"       0";"       2";"      13";"    3851";"      10";"    3840";"     835";"     803";"      28";"       5";"      95";"";"";"";"";"       0";"       0";"      68";"       0";"      27";"";"";"";"";""
"4443";"GM0815";"2012JJ00";"    5317";"     128";"       0";"     128";"       0";"     310";"     221";"       9";"       7";"      10";"      63";"      51";"       0";"       0";"       2";"      32";"      17";"       0";"      54";"       3";"      37";"       0";"       1";"      13";"    3844";"      10";"    3833";"     837";"     799";"      29";"       9";"      95";"";"";"";"";"       0";"       0";"      66";"       0";"      28";"";"";"";"";""
"4444";"GM0815";"2015JJ00";"    5317";"     130";"       0";"     130";"       0";"     318";"     228";"       9";"       7";"      10";"      65";"      43";"       0";"       0";"       2";"      32";"      10";"       0";"      57";"       3";"      38";"       0";"       1";"      15";"    3832";"      10";"    3821";"     842";"     800";"      29";"      13";"      95";"";"";"";"";"       0";"       0";"      66";"       0";"      28";"";"";"";"";""
"4445";"GM0815";"2017JJ00";"    5317";"     128";"       0";"     128";"       0";"     325";"     238";"       9";"       7";"      10";"      62";"      18";"       0";"       0";"       2";"      10";"       6";"       0";"      73";"       3";"      38";"       0";"      18";"      15";"    3814";"      11";"    3803";"     863";"     809";"      33";"      21";"      95";"";"";"";"";"       0";"      54";"      14";"       0";"      27";"";"";"";"";""
"4446";"GM0265";"1996JJ00";"    1032";"      15";"       0";"      15";"       0";"     127";"     111";"       0";"       0";"       4";"      13";"      30";"       0";"       0";"       2";"      11";"      11";"       6";"      10";"       0";"      10";"       0";"       0";"       0";"     665";"       0";"     665";"      24";"      15";"       9";"       0";"     161";"";"";"     114";"";"       0";"       0";"      27";"       0";"      20";"";"";"";"";""
"4447";"GM0265";"2000JJ00";"    1032";"      15";"       0";"      15";"       0";"     137";"     120";"       0";"       0";"       4";"      13";"      19";"       0";"       0";"       2";"      10";"       0";"       6";"      11";"       1";"      10";"       0";"       0";"       0";"     659";"       0";"     659";"      26";"      15";"      12";"       0";"     165";"";"";"     114";"";"       0";"       0";"      27";"       0";"      23";"";"";"";"";""
"4448";"GM0265";"2003JJ00";"    1032";"      16";"       0";"      16";"       0";"     132";"     118";"       0";"       0";"       2";"      12";"      62";"       0";"       0";"       1";"       9";"      44";"       6";"      14";"       4";"      10";"       0";"       0";"       0";"     556";"       0";"     556";"      91";"      21";"      11";"      59";"     160";"";"";"     115";"";"       0";"       0";"      27";"       0";"      18";"";"";"";"";""
"4449";"GM0265";"2006JJ00";"    1032";"      17";"       0";"      17";"       0";"     135";"     121";"       0";"       0";"       2";"      13";"     116";"       0";"       0";"       1";"       9";"     100";"       5";"      18";"       7";"      10";"       0";"       0";"       0";"     551";"       0";"     551";"      31";"      24";"       7";"       0";"     164";"";"";"     118";"";"       0";"       0";"      27";"       0";"      20";"";"";"";"";""
"4450";"GM0265";"2008JJ00";"    1032";"      17";"       0";"      17";"       0";"     135";"     119";"       2";"       0";"       2";"      13";"       7";"       0";"       0";"       1";"       0";"       0";"       5";"      18";"       8";"      10";"       0";"       0";"       0";"     552";"       0";"     552";"     138";"      27";"     111";"       0";"     164";"";"";"     119";"";"       0";"       0";"       0";"       0";"      46";"";"";"";"";""
"4451";"GM0265";"2010JJ00";"    1032";"      16";"       0";"      16";"       0";"     134";"     116";"       2";"       0";"       3";"      13";"      11";"       0";"       0";"       1";"       0";"       5";"       5";"      18";"       8";"      10";"       0";"       0";"       0";"     548";"       0";"     548";"     137";"      27";"     110";"       0";"     167";"";"";"     119";"";"       0";"       0";"       0";"       0";"      48";"";"";"";"";""
"4452";"GM0265";"2012JJ00";"    1027";"      16";"       0";"      16";"       0";"     135";"     116";"       4";"       0";"       2";"      13";"       7";"       0";"       0";"       1";"       0";"       0";"       5";"      19";"       8";"      10";"       0";"       0";"       1";"     559";"       0";"     559";"     128";"      28";"     100";"       0";"     163";"";"";"     115";"";"       0";"       0";"       0";"       0";"      49";"";"";"";"";""
"4453";"GM0265";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4454";"GM0265";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4455";"GM1709";"1996JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4456";"GM1709";"2000JJ00";"   18399";"     867";"     113";"     754";"       0";"    1635";"     616";"       5";"      68";"       4";"     942";"     714";"      15";"       0";"       8";"       0";"     657";"      33";"     266";"     139";"      77";"      10";"      16";"      25";"   11942";"      24";"   11918";"     486";"     421";"       2";"      63";"    2489";"";"    2142";"       2";"";"       0";"      27";"       0";"       8";"     310";"";"";"";"";""
"4457";"GM1709";"2003JJ00";"   18399";"     920";"     102";"     818";"       0";"    1645";"     624";"       6";"      78";"       4";"     933";"     939";"      14";"       1";"      10";"       0";"     857";"      57";"     295";"     155";"      90";"      11";"      13";"      25";"   11649";"      41";"   11608";"     462";"     399";"       0";"      63";"    2489";"";"    2141";"       2";"";"       0";"      25";"       0";"       8";"     313";"";"";"";"";""
"4458";"GM1709";"2006JJ00";"   18399";"     984";"     148";"     836";"       0";"    1671";"     635";"       1";"      73";"       4";"     958";"     819";"      31";"       2";"       9";"       0";"     723";"      54";"     297";"     149";"      99";"      11";"      13";"      25";"   11689";"      47";"   11643";"     450";"     376";"       3";"      71";"    2488";"";"    2133";"       2";"";"       0";"      28";"       0";"       8";"     317";"";"";"";"";""
"4459";"GM1709";"2008JJ00";"   18399";"     975";"     145";"     831";"       0";"    1762";"     640";"       6";"      66";"       4";"    1046";"     659";"      28";"       2";"       8";"       0";"     571";"      51";"     299";"     151";"      99";"       8";"      13";"      28";"   11754";"      60";"   11694";"     474";"     401";"       2";"      71";"    2474";"";"    2043";"       2";"";"       0";"      28";"       0";"       8";"     393";"";"";"";"";""
"4460";"GM1709";"2010JJ00";"   18399";"     974";"     146";"     828";"       0";"    1815";"     633";"      17";"      92";"       4";"    1069";"     605";"      28";"       2";"      10";"       0";"     515";"      52";"     296";"     153";"      96";"       8";"      11";"      27";"   11732";"      62";"   11670";"     514";"     423";"      13";"      78";"    2462";"";"    2032";"       2";"";"       0";"      28";"       0";"       8";"     392";"";"";"";"";""
"4461";"GM1709";"2012JJ00";"   18403";"     946";"     146";"     800";"       0";"    1877";"     631";"      19";"      97";"      10";"    1119";"     572";"      28";"       2";"      10";"       0";"     469";"      64";"     302";"     162";"      92";"       8";"      11";"      28";"   11703";"      57";"   11646";"     516";"     418";"      19";"      79";"    2486";"";"    2038";"       2";"";"       0";"      28";"       0";"      83";"     335";"";"";"";"";""
"4462";"GM1709";"2015JJ00";"   18403";"     945";"     149";"     796";"       0";"    1923";"     630";"      22";"     100";"      11";"    1160";"     547";"      28";"       2";"      10";"       0";"     442";"      65";"     311";"     164";"      92";"       8";"      11";"      37";"   11595";"      59";"   11537";"     593";"     412";"      17";"     164";"    2488";"";"    2038";"       2";"";"       0";"      28";"       0";"      75";"     344";"";"";"";"";""
"4463";"GM1709";"2017JJ00";"   18403";"     931";"     149";"     783";"       0";"    1975";"     637";"      24";"     102";"      12";"    1199";"     473";"      28";"       2";"      10";"       0";"     368";"      66";"     304";"     166";"      83";"       8";"      11";"      37";"   11624";"      69";"   11555";"     609";"     426";"      19";"     165";"    2486";"";"    2028";"       2";"";"       0";"      32";"       0";"      75";"     349";"";"";"";"";""
"4464";"GM0816";"1996JJ00";"    2799";"      67";"       0";"      67";"       0";"     142";"     132";"       0";"       0";"       0";"      10";"       1";"       0";"       0";"       1";"       0";"       0";"       0";"      18";"       0";"      12";"       1";"       0";"       5";"    2127";"       0";"    2127";"     411";"     396";"      12";"       3";"      33";"";"";"";"";"       0";"       0";"       0";"       0";"      33";"";"";"";"";""
"4465";"GM0816";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4466";"GM0816";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4467";"GM0816";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4468";"GM0816";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4469";"GM0816";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4470";"GM0816";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4471";"GM0816";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4472";"GM0816";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4473";"GM1927";"1996JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4474";"GM1927";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4475";"GM1927";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4476";"GM1927";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4477";"GM1927";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4478";"GM1927";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4479";"GM1927";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4480";"GM1927";"2015JJ00";"   12648";"     275";"       1";"     273";"       0";"     591";"     379";"       2";"      12";"       4";"     194";"      74";"       0";"       0";"      12";"       0";"      40";"      23";"      89";"      18";"      34";"      14";"      16";"       7";"   10492";"       0";"   10492";"     300";"     151";"       0";"     149";"     826";"";"       0";"     363";"";"       0";"       9";"       0";"       0";"     454";"";"";"";"";""
"4481";"GM1927";"2017JJ00";"   12648";"     269";"       1";"     268";"       0";"     616";"     397";"       3";"      19";"       4";"     193";"      51";"       0";"       0";"      12";"       0";"      17";"      22";"      88";"      16";"      33";"      14";"      16";"       8";"   10500";"       0";"   10500";"     286";"     144";"       0";"     142";"     838";"";"";"     363";"";"       0";"       9";"       0";"       0";"     465";"";"";"";"";""
"4482";"GM0562";"1996JJ00";"    2015";"      54";"       0";"      54";"       0";"     291";"     174";"       0";"       8";"      39";"      71";"      14";"       2";"       3";"       2";"       1";"       2";"       3";"      25";"       0";"      18";"       1";"       0";"       5";"     825";"     751";"      74";"     224";"      16";"     207";"       0";"      31";"";"";"";"";"       0";"       0";"       1";"       0";"      30";"     552";"";"";"";"     552"
"4483";"GM0562";"2000JJ00";"    2015";"      55";"       0";"      55";"       0";"     300";"     181";"       0";"       8";"      39";"      72";"      36";"       1";"       3";"       2";"       0";"      30";"       0";"      25";"       0";"      18";"       1";"       0";"       6";"     787";"     734";"      52";"     227";"      17";"     210";"       0";"      33";"";"";"";"";"       0";"       0";"       0";"       0";"      33";"     551";"";"";"";"     551"
"4484";"GM0562";"2003JJ00";"    2015";"      51";"       0";"      51";"       0";"     312";"     184";"       0";"       7";"      39";"      82";"      52";"       1";"       4";"       2";"       0";"      40";"       4";"      27";"       0";"      20";"       1";"       0";"       6";"     767";"     711";"      55";"     220";"      14";"     205";"       0";"      35";"";"";"";"";"       0";"       0";"       0";"       0";"      35";"     553";"";"";"";"     553"
"4485";"GM0562";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4486";"GM0562";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4487";"GM0562";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4488";"GM0562";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4489";"GM0562";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4490";"GM0562";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4491";"GM1955";"1996JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4492";"GM1955";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4493";"GM1955";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4494";"GM1955";"2006JJ00";"   10654";"     293";"       6";"     287";"       0";"     768";"     568";"      10";"       4";"      14";"     173";"      50";"       9";"       0";"       8";"       0";"      34";"       0";"     152";"      18";"      60";"       2";"      31";"      42";"    7481";"       0";"    7481";"    1817";"    1814";"       1";"       2";"      93";"";"";"";"";"       0";"      45";"       0";"       0";"      48";"";"";"";"";""
"4495";"GM1955";"2008JJ00";"   10665";"     305";"       6";"     299";"       0";"     778";"     565";"      17";"       4";"      15";"     178";"      58";"       9";"       0";"       8";"       0";"      42";"       0";"     151";"      17";"      60";"       2";"      30";"      42";"    7466";"       0";"    7466";"    1814";"    1811";"       1";"       2";"      93";"";"";"";"";"       0";"      45";"       0";"       0";"      48";"";"";"";"";""
"4496";"GM1955";"2010JJ00";"   10665";"     307";"       6";"     301";"       0";"     814";"     576";"      17";"       4";"      15";"     202";"      60";"       8";"       0";"       8";"       0";"      44";"       0";"     153";"      17";"      63";"       2";"      30";"      42";"    7426";"       0";"    7426";"    1813";"    1810";"       1";"       2";"      93";"";"";"";"";"       0";"      36";"       0";"       0";"      57";"";"";"";"";""
"4497";"GM1955";"2012JJ00";"   10664";"     304";"       6";"     298";"       0";"     844";"     579";"      18";"      12";"      15";"     219";"      45";"       0";"       0";"       8";"       0";"      38";"       0";"     158";"      18";"      63";"       2";"      33";"      42";"    7399";"       0";"    7399";"    1820";"    1817";"       1";"       2";"      94";"";"";"";"";"       0";"      36";"       0";"       0";"      58";"";"";"";"";""
