"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"4498";"GM1955";"2015JJ00";"   10664";"     296";"       6";"     290";"       0";"     867";"     594";"      22";"      12";"      20";"     218";"      32";"       0";"       0";"       8";"       0";"      24";"       0";"     166";"      19";"      69";"       2";"      33";"      44";"    7384";"       0";"    7384";"    1825";"    1791";"      32";"       2";"      94";"";"";"";"";"       0";"      36";"       0";"       0";"      58";"";"";"";"";""
"4499";"GM1955";"2017JJ00";"   10664";"     296";"       6";"     290";"       0";"     909";"     615";"      21";"      11";"      18";"     244";"      26";"       0";"       0";"       8";"       0";"      18";"       0";"     168";"      19";"      68";"       2";"      33";"      47";"    7341";"       0";"    7341";"    1830";"    1794";"      34";"       2";"      94";"";"";"";"";"       0";"      36";"       0";"       0";"      58";"";"";"";"";""
"4500";"GM0335";"1996JJ00";"    3822";"      64";"       0";"      64";"       0";"     233";"     161";"       0";"       4";"       0";"      67";"      19";"      18";"       0";"       1";"       0";"       0";"       0";"      31";"       9";"      20";"       2";"       0";"       0";"    3364";"       0";"    3364";"      65";"      65";"       0";"       0";"      47";"";"";"";"";"       0";"       1";"       0";"       0";"      46";"";"";"";"";""
"4501";"GM0335";"2000JJ00";"    3822";"      66";"       0";"      66";"       0";"     245";"     171";"       0";"       4";"       0";"      71";"      13";"       0";"       0";"       1";"       0";"      12";"       0";"      31";"       9";"      20";"       2";"       0";"       0";"    3353";"       0";"    3353";"      67";"      67";"       0";"       0";"      47";"";"";"";"";"       0";"       1";"       0";"       0";"      46";"";"";"";"";""
"4502";"GM0335";"2003JJ00";"    3822";"      66";"       0";"      66";"       0";"     256";"     177";"       0";"       4";"       0";"      75";"       7";"       0";"       0";"       1";"       0";"       5";"       0";"      37";"      16";"      21";"       1";"       0";"       0";"    3348";"       0";"    3348";"      61";"      61";"       0";"       0";"      47";"";"";"";"";"       0";"       1";"       0";"       0";"      46";"";"";"";"";""
"4503";"GM0335";"2006JJ00";"    3822";"      66";"       0";"      66";"       0";"     265";"     183";"       0";"       4";"       0";"      78";"       3";"       0";"       0";"       1";"       0";"       2";"       0";"      37";"      15";"      21";"       1";"       0";"       0";"    3337";"       0";"    3337";"      62";"      62";"       0";"       0";"      52";"";"";"";"";"       0";"       1";"       0";"       0";"      51";"";"";"";"";""
"4504";"GM0335";"2008JJ00";"    3822";"      67";"       0";"      67";"       0";"     265";"     182";"       0";"       3";"       0";"      80";"       9";"       0";"       0";"       1";"       0";"       8";"       0";"      37";"      15";"      21";"       1";"       0";"       0";"    3329";"       0";"    3329";"      62";"      62";"       0";"       0";"      52";"";"";"";"";"       0";"       1";"       0";"       0";"      51";"";"";"";"";""
"4505";"GM0335";"2010JJ00";"    3822";"      66";"       0";"      66";"       0";"     271";"     178";"       3";"       3";"       2";"      85";"      10";"       0";"       0";"       1";"       0";"       9";"       0";"      37";"      15";"      21";"       1";"       0";"       0";"    3326";"       0";"    3326";"      60";"      60";"       0";"       0";"      52";"";"";"";"";"       0";"       1";"       0";"       0";"      51";"";"";"";"";""
"4506";"GM0335";"2012JJ00";"    3820";"      65";"       0";"      65";"       0";"     286";"     192";"       3";"       3";"       2";"      87";"      15";"       0";"       0";"       1";"       0";"      14";"       0";"      38";"      16";"      21";"       1";"       0";"       0";"    3300";"       0";"    3300";"      60";"      60";"       0";"       0";"      56";"";"";"";"";"       0";"       1";"       0";"       0";"      55";"";"";"";"";""
"4507";"GM0335";"2015JJ00";"    3820";"      62";"       0";"      62";"       0";"     282";"     182";"       3";"       3";"       2";"      92";"      12";"       0";"       0";"       4";"       0";"       8";"       0";"      37";"      12";"      21";"       1";"       3";"       0";"    3285";"       0";"    3285";"      80";"      61";"       0";"      19";"      63";"";"";"";"";"       0";"       2";"       0";"       0";"      61";"";"";"";"";""
"4508";"GM0335";"2017JJ00";"    3820";"      61";"       0";"      61";"       0";"     284";"     183";"       3";"       3";"       3";"      91";"       6";"       0";"       0";"       4";"       0";"       1";"       0";"      38";"      13";"      21";"       1";"       3";"       0";"    3288";"       0";"    3288";"      82";"      62";"       0";"      19";"      62";"";"";"";"";"       0";"       2";"       0";"       0";"      61";"";"";"";"";""
"4509";"GM0944";"1996JJ00";"    1884";"      61";"      10";"      52";"       0";"     211";"     185";"       0";"       0";"      14";"      13";"      17";"       5";"       0";"       1";"       0";"      10";"       1";"      60";"       0";"      25";"       2";"      24";"       9";"     732";"       0";"     732";"     656";"     598";"      58";"       0";"     146";"";"";"      47";"";"       0";"      57";"       0";"       0";"      42";"";"";"";"";""
"4510";"GM0944";"2000JJ00";"    1884";"      62";"       9";"      53";"       0";"     236";"     202";"       0";"       0";"      14";"      20";"       1";"       0";"       0";"       1";"       0";"       0";"       0";"      63";"       0";"      23";"       2";"      24";"      13";"     711";"       0";"     711";"     665";"     595";"      70";"       0";"     146";"";"";"      47";"";"       0";"      57";"       0";"       0";"      42";"";"";"";"";""
"4511";"GM0944";"2003JJ00";"    1884";"      58";"       8";"      49";"       0";"     234";"     203";"       0";"       0";"      12";"      19";"       3";"       0";"       0";"       1";"       0";"       2";"       1";"      69";"       4";"      23";"       2";"      27";"      13";"     709";"       0";"     709";"     666";"     597";"      69";"       0";"     145";"";"";"      47";"";"       0";"      56";"       0";"       0";"      42";"";"";"";"";""
"4512";"GM0944";"2006JJ00";"    1884";"      56";"       6";"      50";"       0";"     236";"     207";"       0";"       0";"      11";"      19";"       7";"       0";"       0";"       1";"       0";"       4";"       1";"      64";"       3";"      19";"       2";"      27";"      13";"     711";"       0";"     711";"     665";"     597";"      68";"       0";"     145";"";"";"      47";"";"       0";"      56";"       0";"       0";"      42";"";"";"";"";""
"4513";"GM0944";"2008JJ00";"    1884";"      57";"       6";"      51";"       0";"     236";"     207";"       0";"       0";"      11";"      19";"       1";"       0";"       0";"       1";"       0";"       0";"       0";"      69";"       4";"      23";"       2";"      27";"      13";"     708";"       0";"     708";"     668";"     603";"      66";"       0";"     145";"";"";"      47";"";"       0";"      56";"       0";"       0";"      42";"";"";"";"";""
"4514";"GM0944";"2010JJ00";"    1884";"      53";"       6";"      47";"       0";"     232";"     199";"       3";"       0";"      11";"      19";"       3";"       0";"       0";"       1";"       0";"       2";"       0";"      71";"       4";"      23";"       2";"      27";"      16";"     712";"       0";"     712";"     669";"     582";"      87";"       0";"     145";"";"";"      47";"";"       0";"      56";"       0";"       0";"      42";"";"";"";"";""
"4515";"GM0944";"2012JJ00";"    1881";"      53";"       5";"      48";"       0";"     234";"     200";"       4";"       0";"      11";"      19";"       2";"       0";"       0";"       1";"       1";"       0";"       0";"      71";"       3";"      23";"       2";"      27";"      16";"     710";"       0";"     710";"     669";"     578";"      91";"       0";"     143";"";"";"      43";"";"       0";"      56";"       1";"       0";"      42";"";"";"";"";""
"4516";"GM0944";"2015JJ00";"    1881";"      52";"       5";"      47";"       0";"     234";"     200";"       4";"       2";"      11";"      16";"       3";"       0";"       0";"       1";"       1";"       0";"       0";"      71";"       3";"      23";"       2";"      27";"      16";"     710";"       0";"     710";"     669";"     578";"      91";"       0";"     143";"";"";"      43";"";"       0";"      56";"       1";"       0";"      42";"";"";"";"";""
"4517";"GM0944";"2017JJ00";"    1881";"      52";"       5";"      46";"       0";"     241";"     207";"       4";"       2";"      11";"      17";"       4";"       0";"       0";"       1";"       1";"       0";"       1";"      69";"       3";"      22";"       2";"      26";"      16";"     703";"       0";"     703";"     670";"     579";"      91";"       0";"     142";"";"";"      44";"";"       0";"      56";"       1";"       0";"      42";"";"";"";"";""
"4518";"GM0563";"1996JJ00";"    1273";"      89";"      29";"      60";"       0";"      95";"      82";"       0";"       0";"       0";"      12";"      10";"       0";"       0";"       3";"       0";"       4";"       3";"      33";"       3";"      13";"       2";"       0";"      14";"     992";"       3";"     989";"       2";"       2";"       0";"       0";"      53";"";"";"";"";"       0";"       0";"       0";"       0";"      53";"";"";"";"";""
"4519";"GM0563";"2000JJ00";"    1273";"      87";"      28";"      59";"       0";"      98";"      84";"       0";"       0";"       0";"      13";"      19";"       0";"       0";"       3";"       0";"      12";"       3";"      33";"       3";"      13";"       2";"       0";"      14";"     983";"       3";"     980";"       2";"       2";"       0";"       0";"      52";"";"";"";"";"       0";"       0";"       0";"       0";"      52";"";"";"";"";""
"4520";"GM0563";"2003JJ00";"    1273";"      84";"      24";"      59";"       0";"     110";"      91";"       0";"       1";"       2";"      15";"      15";"       0";"       0";"       2";"       0";"       8";"       5";"      32";"       4";"      12";"       2";"       0";"      14";"     973";"       3";"     969";"       9";"       9";"       0";"       0";"      51";"";"";"";"";"       0";"       0";"       0";"       0";"      51";"";"";"";"";""
"4521";"GM0563";"2006JJ00";"    1273";"      83";"      25";"      58";"       0";"     116";"      92";"       0";"       0";"       2";"      22";"      54";"       0";"       0";"       2";"       0";"      47";"       5";"      32";"       4";"      12";"       2";"       0";"      14";"     929";"       3";"     926";"       9";"       9";"       0";"       0";"      51";"";"";"";"";"       0";"       0";"       0";"       0";"      51";"";"";"";"";""
"4522";"GM0563";"2008JJ00";"    1273";"      86";"      26";"      60";"       0";"     130";"      91";"       0";"       0";"       2";"      37";"      60";"       0";"       0";"       2";"       0";"      53";"       5";"      28";"       3";"       9";"       2";"       0";"      14";"     912";"       3";"     909";"       8";"       8";"       0";"       0";"      51";"";"";"";"";"       0";"       0";"       0";"       0";"      51";"";"";"";"";""
"4523";"GM0563";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4524";"GM0563";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4525";"GM0563";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4526";"GM0563";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4527";"GM0424";"1996JJ00";"    3651";"     123";"       8";"     116";"       0";"     126";"      97";"       0";"       0";"       6";"      23";"      30";"       0";"       0";"      16";"       0";"       0";"      14";"      34";"      11";"      13";"       5";"       4";"       1";"     981";"       0";"     981";"     149";"     120";"       2";"      27";"    2207";"    2096";"";"";"";"       0";"       2";"       0";"       0";"     108";"";"";"";"";""
"4528";"GM0424";"2000JJ00";"    3651";"     121";"       7";"     114";"       0";"     126";"      97";"       0";"       0";"       6";"      23";"      26";"       0";"       0";"      16";"       0";"       0";"      11";"      37";"      11";"      14";"       5";"       6";"       1";"     982";"       0";"     982";"     152";"     123";"       2";"      27";"    2206";"    2096";"";"";"";"       0";"       2";"       0";"       0";"     108";"";"";"";"";""
"4529";"GM0424";"2003JJ00";"    3651";"     126";"       6";"     120";"       0";"     169";"     100";"       8";"       0";"       7";"      54";"      44";"       0";"       0";"      16";"       0";"       1";"      27";"      37";"      10";"      13";"       5";"       7";"       1";"     941";"       0";"     941";"     127";"      81";"       0";"      46";"    2206";"    2105";"";"";"";"       0";"       2";"       0";"       0";"      98";"";"";"";"";""
"4530";"GM0424";"2006JJ00";"    3651";"     123";"       6";"     117";"       0";"     143";"     102";"       8";"       1";"       6";"      26";"      24";"       0";"       0";"      13";"       0";"       0";"      10";"      37";"      10";"      13";"       4";"       9";"       1";"     956";"       0";"     956";"     164";"     117";"       0";"      47";"    2205";"    2104";"";"";"";"       0";"       2";"       0";"       0";"      98";"";"";"";"";""
"4531";"GM0424";"2008JJ00";"    3651";"     125";"       6";"     119";"       0";"     139";"      98";"       8";"       0";"       6";"      26";"      22";"       0";"       0";"      13";"       0";"       0";"       9";"      39";"      12";"      13";"       4";"      10";"       0";"     955";"       0";"     955";"     165";"     118";"       0";"      47";"    2206";"    2104";"";"";"";"       0";"       3";"       0";"       0";"      99";"";"";"";"";""
"4532";"GM0424";"2010JJ00";"    3651";"     125";"       6";"     119";"       0";"     139";"      98";"       8";"       0";"       6";"      26";"      24";"       0";"       0";"      16";"       0";"       0";"       8";"      39";"      12";"      13";"       4";"      10";"       0";"     956";"       0";"     956";"     163";"     115";"       0";"      48";"    2206";"    2104";"";"";"";"       0";"       3";"       0";"       0";"      99";"";"";"";"";""
"4533";"GM0424";"2012JJ00";"    3649";"     127";"       7";"     120";"       0";"     134";"      98";"       8";"       0";"      10";"      18";"      22";"       0";"       0";"      14";"       0";"       0";"       8";"      42";"      15";"      13";"       4";"      10";"       0";"     948";"       0";"     948";"     170";"     133";"       0";"      37";"    2206";"    2106";"";"";"";"       0";"       3";"       0";"       0";"      98";"";"";"";"";""
"4534";"GM0424";"2015JJ00";"    3649";"     118";"       7";"     111";"       0";"     131";"      98";"       8";"       0";"      10";"      15";"     197";"       0";"       0";"      14";"       0";"     175";"       8";"      40";"      15";"      12";"       4";"      10";"       0";"     801";"       0";"     801";"     156";"     119";"       0";"      37";"    2205";"    2106";"";"";"";"       0";"       3";"       0";"       0";"      97";"";"";"";"";""
"4535";"GM0424";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4536";"GM0565";"1996JJ00";"    2534";"     132";"       0";"     132";"       0";"     379";"     259";"      10";"       5";"       4";"     102";"      54";"       4";"       0";"       4";"       2";"      43";"       0";"      65";"       5";"      48";"       0";"      12";"       0";"    1859";"    1577";"     282";"       0";"       0";"       0";"       0";"      45";"";"";"";"";"       0";"       6";"       0";"       0";"      40";"";"";"";"";""
"4537";"GM0565";"2000JJ00";"    2534";"     146";"       0";"     146";"       0";"     403";"     274";"      10";"       5";"       5";"     109";"      45";"       0";"       0";"       4";"       2";"      39";"       0";"      84";"       5";"      48";"       0";"      31";"       0";"    1782";"    1593";"     189";"       0";"       0";"       0";"       0";"      73";"";"";"";"";"       0";"      21";"       0";"       0";"      53";"";"";"";"";""
"4538";"GM0565";"2003JJ00";"    2534";"     143";"       0";"     143";"       0";"     433";"     279";"       5";"       7";"       6";"     136";"     109";"       0";"       0";"       4";"       1";"     104";"       0";"      86";"       4";"      49";"       0";"      32";"       0";"    1687";"    1509";"     178";"       0";"       0";"       0";"       0";"      76";"";"";"";"";"       0";"      20";"       0";"       0";"      57";"";"";"";"";""
"4539";"GM0565";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
